XQDdHH_Ga3i8K_rating,z9E0IG_rating_category,ZmyHeo_review_text,_2NsDsF_AwS1CA_reviewer_name,MztJPv_reviewer_details,_2NsDsF_review_date,tl9VpF_thumbs_up,tl9VpF_thumbs_down,model_name
5.0,Worth every penny,Good,HARPAL  SINGH,"Certified Buyer, New Delhi",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Fair,Phone is very nice. But camera isnt that great. Video 1080p 60fps but not stable.,Prashant Srivastava,"Certified Buyer, New Delhi",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Not good,Not good at all. Very bad battery life,Chandan Nath,"Certified Buyer, Uttarpara Kotrung",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Worthless,Phone is overheating,Muthukumar Mahadevan,"Certified Buyer, Chennai",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Very poor,This phone is disappointed me after using 1 week. There is severe heating issue after talking for 5 to 10 min Battery backup is not good. It lasts for 10 hours after full charging. I don't play any games but I'm really disappointed. Cam is average.,Murali Kaveti,"Certified Buyer, Hyderabad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Terrific,Nice,Rohit  Verma,"Certified Buyer, Tilda",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Wonderful,Hello Moto,Mahadevaswamy K,"Certified Buyer, Mysore",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Terrific purchase,Good,Jyothi Kowtharapu,"Certified Buyer, Hyderabad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Simply awesome,Excellent product 👍👍👍,Vijay Kumar,"Certified Buyer, Ranchi",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Super!,Best choice best mobile,Shrinivas Chavadi,"Certified Buyer, Belgaum",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,My favourite company moto,Ravi babu Bandela,"Certified Buyer, Payakaraopeta",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Just wow!,Good,Ranganath N,"Certified Buyer, Davanagere",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Good quality product,Nice phone,Shubham kumar,"Certified Buyer, Gobindpur",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Unsatisfactory,Changer not working,Flipkart Customer,"Certified Buyer, Chitrakoot Uttar Pradesh",1 month ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,It's nice very nice,Ravi kanth Chopra,"Certified Buyer, Hyderabad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Just wow!,"Battery Life is the worst, performance is ok and rest all is great",Naveen Kumar,"Certified Buyer, Bangalore",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Must buy!,Very nice,Deepak Sharma,"Certified Buyer, Mumbai",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Good choice,Best phone in this price range.,RAHUL GUPTA,"Certified Buyer, Firozabad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Could be way better,Stylus notes are not saving. Stylus is stucking inside most of the time. Charging speed and battery backup is good.,Kiran Penmetsa,"Certified Buyer, Hyderabad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Classy product,Excellent and go for it👍,Nazha  Anjuman,"Certified Buyer, Udupi",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,Except battery heating issues the rest all are up to the mark within the budget. Motorola has a good visionary of customer needs and makes them fit within their budget.,Lakshmi Narasimha Sarma Chowduru,"Certified Buyer, Hyderabad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Worst experience ever!,Charger  stopped  working  in a month ... worst  experience...,Flipkart Customer,"Certified Buyer, Navi Mumbai",1 month ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Perfect product!,Good,Mahfujur Rahman,"Certified Buyer, Nagaon",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Canara is beautiful pic,Vikash  Yadav,"Certified Buyer, Samastipur",1 month ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
,Unsatisfactory,"Not a good mobile in this range , battery discharge drastically. Network fluctuations again and again. Comparative camera is better available in VIVO.",Arun Kumar Mandara,"Certified Buyer, Shajapur",1 month ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,Nice phone,arun singh,"Certified Buyer, Kanpur",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Bad quality,Speaker quality is very poor.,dhirajkumar kayastha,"Certified Buyer, Malegaon",1 month ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Good,Not like it. Average,Soumyajit Ghosh,"Certified Buyer, Katwa",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Great product,Good one .. excellent in this price range.,Naveen Verma,"Certified Buyer, Ichhapur Defence Estate Civil Township",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Phone Hanging Sometimes the Camera is not working. After resetting the camera then ready.,Ratheesh  Raveendran,"Certified Buyer, Karunagappally",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,Classy phone in segment,Rakesh  Gautam,"Certified Buyer, Kosi Kalan",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Absolute rubbish!,Battery drain without using phone Terrible 😔😞😞,Suhas Mokashi,"Certified Buyer, Pimpri Chinchwad",1 month ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Phone Hanging Sometimes the Camera is not working. After resetting the camera then ready.,Ratheesh  Raveendran,"Certified Buyer, Karunagappally",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,Classy phone in segment,Rakesh  Gautam,"Certified Buyer, Kosi Kalan",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Absolute rubbish!,Battery drain without using phone Terrible 😔😞😞,Suhas Mokashi,"Certified Buyer, Pimpri Chinchwad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Moderate,Not upto the mark battery is overheating when on charging n performance is also not good ......much better options anyone can get in this price range,Paridhi Agarwal,"Certified Buyer, Moradabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Just Ok,pradeep  Miyaru,"Certified Buyer, Udupi District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Awesome,Outstanding pic!,Pratik  Bokade,"Certified Buyer, Hinganghat",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Worst experience ever!,Calling function is not working 🥹,Sangeeta  Mahour,"Certified Buyer, New Delhi",2 months ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Highly recommended,"Excellent buy, some of the features are awesome Paisa vasul product Camera quality is best",Ravindra Dhore,"Certified Buyer, Pimpri Chinchwad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Utterly Disappointed,"Heating issue, flipkart denied to help",Ravi Tiwari,"Certified Buyer, Ahmedabad",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Did not meet expectations,worst battery backup,RamaChandra Reddy,"Certified Buyer, Hyderabad",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Must buy!,Good,Flipkart Customer,"Certified Buyer, Chennai",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Awesome,"This is amazing phone if you buy this phone ,you feel so better with phone",Rishi  Chahar,"Certified Buyer, Agra",2 months ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,Good,Ranit Adhikary,"Certified Buyer, Ahmedabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,All good but battery very disappointed ☹️,ujjal panja,"Certified Buyer, Haora District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Useless product,Mobile performances is not good hanging so much,Flipkart Customer,"Certified Buyer, Bengaluru",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Simply awesome,Very good product,Swagata Biswas,"Certified Buyer, Kolkata",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,Nice product......so nice looking.... And i like this product Moto Edge 60 Stylus so much comfortable in hand and also pocket.... advance features....is more,AVINASH  KUMAR,"Certified Buyer, Korba",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Worst experience ever!,Phone camera very good display very good battery drine very fast and one complaint for Motorola why company not giving any temper glass for display and not phone case,Harish singh  Chauhan,"Certified Buyer, Ghaziabad",2 months ago,2,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Really Nice,Loving it so far,Vinutha BS,"Certified Buyer, Bengaluru",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Wonderful,The camera quality is very awesome,Flipkart Customer,"Certified Buyer, Kanpur",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Value-for-money,Good phone in this price range.,Haresh vasra,"Certified Buyer, Gandhidham",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Worth every penny,Good night,Dhuru Ji,Certified Buyer,2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Utterly Disappointed,"Worst phone, poor camera quality, poor, battery performance, if i could return I would have done, can be use as second phone not good as primary phone",Anuj Joshi,"Certified Buyer, Nainital",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Worth every penny,Budget friendly...overall a nice phone,BIKRAM PRATAP KESHARI BEHERA,"Certified Buyer, Bhubaneswar",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Expected a better product,"Though all specs are great, the phone is switching off frequently, thought having full battery.. This causes much inconvenience, atleast six times a day, the phone is switching off automatically, required switch on frequently which takes two to three minutes. Kindly resolve this",Sivarama Krishna Madireddy,"Certified Buyer, Visakhapatnam",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Useless product,Worst model phone One time drop it damaged the panel easily Camera lag is there Slow in process No use of stylus practically This is the worst model from moto,Balaji DB,"Certified Buyer, Chennai",2 months ago,1,1,motorola-edge-60-pro-pantone-shadow-256-gb
,Very poor,"Mobile hanging was using the speed, camera is glitch when taking the video. This mobile not suitable for who are using the camera more",Ragipati arendea,"Certified Buyer, Hyderabad",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Unsatisfactory,Very bad phone totally unworthy for this price,Shibu Francis,"Certified Buyer, Thiruvananthapuram District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Worthless,Too much hiting problem,Anupam Chaudhary,"Certified Buyer, Madhubani District",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,This Is Really Very Nice And Budgeted Mobile Phone With Stylu,Javed Akhtar,"Certified Buyer, New Delhi",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Good,Nice performance,HARISH CHAND,"Certified Buyer, Pathankot",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Could be way better,"Worst phone outdated phone,",K Sujendra Shetty,"Certified Buyer, Narayanpet",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Must buy!,Good,Sushil Kumar,"Certified Buyer, Kanpur",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Wonderful,Good 👍 product...,Aditya Kumar,"Certified Buyer, Pimpri Chinchwad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,Nice product. Wonderful design.,kumar ayinavalli,"Certified Buyer, East Godavari",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,Great phone . Hello motto,Ravi Ranjan,"Certified Buyer, Patna District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,Good Phone,kiran tikhe,"Certified Buyer, Pune",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Super!,Supper,GOKULNATH K,"Certified Buyer, Kanhangad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Highly recommended,All features are up to the mark.,Deepak Naudiyal,"Certified Buyer, Dehradun",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Stylus pen just two days used broken,MUHAMMED,Certified Buyer,2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Just wow!,Good product. Good packing. Thank you Flipkart for delivery,Rajvardhan  Bhosale,"Certified Buyer, Pimpri Chinchwad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Don't waste your money,Battery efficiency is very poor quality..... I hate this Handset only because of the battery efficiency.. 😡😡😡,Rajeev Nayan,"Certified Buyer, Nalanda District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Decent product,Review after use 15 day Mobile heating issue Camera is Good Battery backup decent,Sachin Patil,"Certified Buyer, Kalyan",2 months ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
,Hated it!,Don't waste your money of moto syalys 60 Battery backup is very bad and camera after some time 🤮🤮,Preetam Kumar,"Certified Buyer, Faridabad",2 months ago,3,2,motorola-edge-60-pro-pantone-shadow-256-gb
,Worthless,3 Rd class Phone i have seen in My Life Poor camera quality No gallery No music player No files Manager Hanging problem after use More than 4 AAP use You can't change icon style If you on face unlock feature ...you can't turn it' off Because there is no option to turn it off button In this price other company has Good option.. 1 Star for good battery life and chargering time,Mahesh  Kaduskar,"Certified Buyer, Pune",2 months ago,3,1,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Fair,"The battery does not last long, you will charge it in the morning and it will run out in the evening. Its face unlock system works in bright light and does not work in low light",Haider ali Shaikh,"Certified Buyer, Thane",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Not recommended at all,Not good Yes Hmm Mmjnniii,Davinder Singh,"Certified Buyer, Greater Noida",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Not recommended at all,Worst phone by motorola network is switching every second from 5g to 4g . Internet is not working properly in this phone.,Vikash kumar  Gupta,"Certified Buyer, Patna",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Expected a better product,"Started hanging within 15 days of usage. System too slow, apps like chrome hanging, forget about heavy gaming. Not very happy with performance.  Mine old samsung m04, work 7999 worked smoother than this. Don't waste money on moto phones this is the last moti phone I m buying for, sure",Haimanti M Chatterjee,"Certified Buyer, Kolkata",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Pretty good,Good product. Feels good to hold and looks.,Ebing  Lego,"Certified Buyer, Naharlagun",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Utterly Disappointed,"Very Bad Experience, Stylus is faulty , it's defective. It not come out smoothly and once it opened it not goes to inside again. Complaint again and again but not satisfied about service. No any service given. So Mobile is good but They given Faulty Stylus. So Stylus is Unuseful.",Dinesh Thakare,"Certified Buyer, Chalisgaon",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Simply awesome,Best sigment for this series,Atul Sachdeva,"Certified Buyer, Indore",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,Thanks nice,Ajay  Kumar,"Certified Buyer, Delhi Division",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Wonderful,I've been using the phone for quite some time now. No complaints as such. Decent phone. The camera is good. Struggles during very low light at times,Subramanya Adiga,"Certified Buyer, Bengaluru",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,The product has an awesome price to performance ratio...stylus is very fun to use,Chetan Jangda,"Certified Buyer, Patiala",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Terrific purchase,It is a very good mobile in this budget,Flipkart  Costumer,"Certified Buyer, Motihari",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,"Budget phone, with lots of features,  superb battery life, and decent photography options.",Ritesh kumar  Pandey,"Certified Buyer, Lucknow",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Super!,"It's a good stylish mobile. It has an esim facility, must needed for international travellers. The stylus is cute and effective. Overall i liked it. The only con is that during the video call the battery becomes a bit hot.",Shibayan Sarkar,"Certified Buyer, Dhanbad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Very poor,"It has an issue battery, the battery  not well",Darshan Rathod,"Certified Buyer, Surat",2 months ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Very Good,Good camera,deepak dalvi,"Certified Buyer, Digha",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Slightly disappointed,battery draining fast,Yashu,"Certified Buyer, Bengaluru",2 months ago,0,1,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Fabulous!,Very very good phone But battery is low cepasity,Shaik  Abdullah,"Certified Buyer, Palamaner",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Terrific purchase,Nice product and Flipkart old phone exchange process is to easy and,Manoj kumar Meena,"Certified Buyer, Bidasar",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Simply awesome,Already loving it ❤️,Aadil Md,"Certified Buyer, Visakhapatnam",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,Nice product,Nitesh  Kumar,"Certified Buyer, Nashik Division",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Decent product,Value for m,Ajay  Sharma,"Certified Buyer, Firozpur",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Classy product,Fabulous,Flipkart Customer,"Certified Buyer, Prayagraj",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Classy product,I like this phone camra,Vishwajeet Kumar,"Certified Buyer, Samastipur",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Perfect product!,Absolutely Worth It,Yashpalsinh  Parmar,"Certified Buyer, Ahmedabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Highly recommended,"The edge 60 stylus meets our needs well. A very good camera setup smooth day to day performance.the stylus,the design ,and ai features adds a more premium feel",Haritha Ananthu,"Certified Buyer, Alappuzha",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Delightful,Very nice mobile.,ASHOK PATEL,"Certified Buyer, Korba",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Good,Heating issues are there.....but stylus features could have been better. For just 30 mins of usage there is a minor heating,Nilesh V,"Certified Buyer, Tiruchirappalli District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Awesome,can work on user interface and experience,Vikrant Kamboj,"Certified Buyer, Faridabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Worth the money,Camera is good but not satisfied with it. It lower than moto edge 60. And other hand all good even great 😃👍,Vishal  babu,"Certified Buyer, New Delhi",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Horrible,Worst mobile from a brand like Motorola Literally didn't expect it to be so flimsy It's only a month old and the speakers of the phone on 80% and above are sounding like they are damaged there is a crackling sound coming out from the speakers while calls or listening to some audio or video,Veerendra Rajput,"Certified Buyer, Sagar",2 months ago,2,1,motorola-edge-60-pro-pantone-shadow-256-gb
4.0,Pretty good,OSM MOBILES MOTO LOVE IT,Gajendra Gajendra,"Certified Buyer, Kolar District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Expected a better product,Stylus is stuck in the phone and unable to utilize.,Flipkart Customer,"Certified Buyer, Valsad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,Good product,Flipkart Customer,"Certified Buyer, Bangalore",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Not good as I expected,Dr Tripurari Kumar  Jha,"Certified Buyer, Darbhanga District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,Nice,Vishu Choudhary,"Certified Buyer, Ghaziabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Best in the market!,Nice Mobile with good features. And amazing styles worked. I love it.,Pushkar Devrukhkar,"Certified Buyer, Kudal",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
3.0,Nice,Everything is good. I feel like battery management is not proper. And will calling is working pretty bad.,Krishna Rupesh NAGUBANDI,"Certified Buyer, Hyderabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Terrific purchase,Loved it but heating issues are there and camera could be better,Vuppu  Padmakar,"Certified Buyer, Hyderabad",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Not recommended at all,Very very bad product,Kabeer Khanzada,"Certified Buyer, Varanasi",2 months ago,0,2,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Perfect product!,Worth for money good performance in the segment,HARI GOPALAN.S,"Certified Buyer, Madurai",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Just wow!,Love 💕 it,Parmeshwar Barle,"Certified Buyer, Raipur",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Hated it!,Don't buy this phone this is not a worth phone for this price better go for any other model the battery life is not good it drains very quickly compared to any other 5000mah battery  phones,Flipkart Customer,"Certified Buyer, Shivamogga",2 months ago,1,0,motorola-edge-60-pro-pantone-shadow-256-gb
,Absolute rubbish!,Don't buy this phone over heating issue,Flipkart Customer,"Certified Buyer, East Godavari District",2 months ago,2,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Wonderful,All is best but hit paroblam,VISHNA RAM,"Certified Buyer, Panch Mahals District",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
5.0,Excellent,Excellent phone,Gautam Kumar,"Certified Buyer, Sitamarhi",2 months ago,0,0,motorola-edge-60-pro-pantone-shadow-256-gb
